sdcc_preruntime_min,ascot_runtime_min,cleaning_time_min,total_runtime_min,lost_power_W_output,number_particles,current_drive_A,power_deposited_to_ions_W,power_deposited_to_electrons_W,shine_inj1,shine_inj2,te0,teav,shine_success,success,marker_quantity,index,run_dir,batch_num
8.52,0.29,0.0,8.81,25629.378218381542,7.715296785802273e+19,117802.22950359361,4954335.62055102,5751256.07566725,0.0,0.0,34.849856,11.420744,True,True,1000,297,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-e6af4967-2744-4eae-b25c-3ac08eb73194,0
6.81,0.72,0.0,7.53,16654.255689309026,7.687189032384268e+19,121771.276308408,4943061.097870326,5575963.4507178925,0.0002,0.0,34.849856,11.420744,True,True,10000,229,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-96ecd85b-7400-4480-87f3-de05ce1b0134,0
25.57,0.27,0.0,25.85,12823.241400768811,7.656936945038991e+19,118492.44491915691,4947013.175260487,5559632.220840234,0.0,0.0,34.849856,11.420744,True,True,1000,267,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-13472918-0f02-4a86-a20a-a25435f519dd,0
7.95,0.72,0.0,8.67,24356.704494001515,7.717315781492254e+19,121308.73369068709,4957382.035361906,5627700.626534379,0.0002,0.0002,34.849856,11.420744,True,True,10000,286,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-bc764198-3175-423a-a7f1-128f7c8b0bec,0
7.45,5.48,0.0,12.93,31021.553342647327,7.725905909434255e+19,122195.26481715728,4967929.543344443,5598475.710988374,0.00048,0.00016,34.849856,11.420744,True,True,100000,290,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-3293c121-0edb-47a0-b6f9-11675e8a870c,0
8.36,5.49,0.0,13.86,29223.53239153705,7.721672026510818e+19,122587.35532157592,4964979.60074484,5618970.307188337,0.00016,0.00022,34.849856,11.420744,True,True,100000,299,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-01b1db37-aafa-4dcd-81e0-901cf851b16d,0
7.22,5.47,0.0,12.7,29734.468580076922,7.701528562995739e+19,121911.27891616852,4949705.871189112,5610086.752105468,0.00024,6e-05,34.849856,11.420744,True,True,100000,287,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-cab575a7-36c6-409b-9518-068a8d0253ed,0
70.53,0.29,0.0,70.82,38451.74873491698,7.659971263583647e+19,121146.72676375412,4922160.024753936,5684608.847902068,0.0,0.0,34.849856,11.420744,True,True,1000,177,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-ea1edc2d-1ed0-4091-973f-8bc3de3f4bb8,0
13.52,5.51,0.0,19.03,26885.15666838332,7.698806304368124e+19,121944.23251040337,4950551.932167778,5608909.614027239,0.00026,0.00022,34.849856,11.420744,True,True,100000,281,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-b1b0f66f-7707-48e4-a452-82d5f77f755e,0
12.51,5.47,0.0,17.98,28962.554765515957,7.71001626559485e+19,122474.7928248845,4953882.657620297,5613227.383123082,0.0002,0.00022,34.849856,11.420744,True,True,100000,275,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-0a5529ec-46c2-4c36-8ef3-3e18a90adcca,0
8.71,5.49,0.0,14.2,29607.323711373425,7.706753252974756e+19,122244.95659703205,4954284.26934913,5602299.388423856,0.00032,0.0002,34.849856,11.420744,True,True,100000,293,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-db8eb19a-62a9-4797-8679-5e8613078faa,0
15.41,0.71,0.0,16.11,26910.720459752058,7.734969297013211e+19,122961.48491543102,4974653.839616504,5559778.3570305,0.0002,0.0,34.849856,11.420744,True,True,10000,298,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-ec1dd902-f776-419c-be3d-7feb73806581,0
9.39,5.47,0.0,14.86,27944.872707124967,7.696725340867207e+19,122068.39027799557,4950987.749006847,5586655.51997521,0.00024,8e-05,34.849856,11.420744,True,True,100000,296,/scratch/project_2013233/enchanted_plugins/data/ascot_DT-D_CurrentDrive_noise_vs_nmarkers_2/batch_0/ascot_sdcc_workflow_runner-1637000c-a604-4081-a442-2c873d378d96,0
