,success,te0,teav,output_shine_inj1,shine_inj2,clean_time_min,run_time_min,enbi,nbar,np,hfactor,index,run_dir,batch_num
19,True,44.847625,12.9259,0.013418,0.00892,0.0428012450536092,21.86502516269684,569.1645350580246,4.007077965205426,1.0578520836547147,1.0730438131095703,576,/tmp/ShineRunner-a065af6b-7d0e-4296-9925-711d19fa0cef,0
20,True,52.078521,16.079825,0.085254,0.075786,0.0210626125335693,21.92452454566956,754.0836779064375,2.753808828631716,1.1665470805053189,1.1019289141025148,486,/tmp/ShineRunner-d22fe029-dd8f-4318-9f70-8342868dc3a4,0
21,True,53.704716,16.346447,0.017682,0.019031,0.0320190866788228,21.97054053544998,795.0976913830631,4.337515465595028,1.002370696455937,1.3973586215396567,493,/tmp/ShineRunner-b04aca4d-19b2-487b-83dc-75d07d8d9827,0
23,True,58.34548,17.906695,0.140598,0.139859,0.0327288269996643,21.97117816607157,603.510270762406,1.9291149026480092,1.1970628885890489,1.0916267431484037,484,/tmp/ShineRunner-792782d2-fb87-4dc1-a0fe-f99ad1e52565,0
24,True,54.12012,17.114021,0.058203,0.051233,0.1147686719894409,22.122542107105254,711.7476973398269,3.0296136856610523,1.2503830745401392,1.2803140409306053,581,/tmp/ShineRunner-4475104f-dfec-40ec-87a5-e119119112b5,0
26,True,68.554223,22.2608,0.22899,0.214824,0.0245032668113708,23.083673501014708,509.51707390874327,1.32814613335981,1.3625916604254344,1.2956638649785115,499,/tmp/ShineRunner-69fb0dcb-1b41-430c-9038-f8df09ca2a32,0
27,True,45.267225,14.37774,0.021143,0.0198,0.0224228461583455,23.2450807929039,866.7474522814149,4.464809228767527,1.1895263475186526,1.1619136407946005,514,/tmp/ShineRunner-82cc9f8b-b4ab-4ea6-8ca6-4566a4674aa6,0
28,True,45.26719,14.048936,0.0242,0.02648,0.0224360783894856,23.24666510423025,929.4914302788568,4.615364074224497,1.1060737037616506,1.1288606217223796,513,/tmp/ShineRunner-b228d527-1255-40fe-923e-f3746496f81e,0
29,True,45.589617,15.893491,0.045255,0.031008,0.0224713246027628,23.246124414602917,704.5699888123986,3.247808925817917,1.4676906847832474,1.1273481796386176,520,/tmp/ShineRunner-988df669-f259-4124-96d0-69408fea0824,0
30,True,52.027506,17.335713,0.210983,0.204075,0.0401718695958455,23.268873206774398,937.287569927786,2.0930174412408684,1.2654251971439072,0.973884482705956,537,/tmp/ShineRunner-2b628886-26ba-40b3-a83f-4c8ce263ef76,0
31,True,48.579594,14.240018,0.112374,0.115357,0.0403345147768656,23.26925728321076,768.2840067885446,2.512077572669837,1.0658774164460336,0.8879646970079752,540,/tmp/ShineRunner-b54a0954-55c8-4388-a081-2b295efe1db0,0
33,True,65.518481,20.839052,0.166806,0.165972,0.0619266589482625,23.538125042120612,817.2701324758987,2.1104868344671943,1.210190885752639,1.471446490991203,471,/tmp/ShineRunner-5e7ee4ca-f1d1-4126-9792-ad857926cd17,0
34,True,66.435709,19.459792,0.20115,0.192506,0.0635422229766845,23.53956468105316,533.5833344238835,1.488707765830639,1.0088343904999562,1.1172959415501145,470,/tmp/ShineRunner-13bdfc37-918f-46c6-8751-f6eba0dfe02e,0
35,True,52.921673,18.723763,0.073903,0.066119,0.0634664098421732,23.539671591917678,719.1931292920965,2.695532157781593,1.4973508744675124,1.272218233885317,477,/tmp/ShineRunner-097648a1-6406-4b00-9002-0d31cdeded2c,0
36,True,44.044101,14.874904,0.069594,0.064021,0.0639517664909362,23.539103082815807,871.1589747089884,3.1992770943205717,1.3267196045047476,1.009568304060378,474,/tmp/ShineRunner-2eb544b2-90de-4a56-becf-91e2200f5dc9,0
