success,current_drive_A,enbi,nbar,np,hfactor,run_dir,batch_num
True,331193.5402166898,981.5380237631528,8.616889778033476,1.125921840135682,1.4916472664284313,/tmp/csv_runner-32ed58ba-9e33-4f24-bfc2-70d0bee0a9d2,23
True,106891.80788177428,979.5279158386892,3.659998180684496,1.059100786966659,0.9600819194779662,/tmp/csv_runner-3e5101f8-1772-46a6-a6af-c6ea8109d8b5,24
True,107168.92478430751,979.5279158386892,3.659998180684496,1.059100786966659,0.9600819194779662,/tmp/csv_runner-2079f25a-3412-4d51-bcca-78f59019dfea,24
True,106450.6550051235,979.5279158386892,3.659998180684496,1.059100786966659,0.9600819194779662,/tmp/csv_runner-838ddd4a-8ee1-4f0f-b783-b7380ee575fb,24
True,107344.2508780255,979.5279158386892,3.659998180684496,1.059100786966659,0.9600819194779662,/tmp/csv_runner-0c399999-4686-40e4-8898-fc76c1034b40,24
True,107304.18285238034,979.5279158386892,3.659998180684496,1.059100786966659,0.9600819194779662,/tmp/csv_runner-dad8d44d-d2db-4298-bf84-e619a56b4889,24
True,65958.41406259366,890.519833112988,11.38165208226401,1.1248722298197833,0.9450459796043612,/tmp/csv_runner-644924b1-b7e6-4e48-a428-c632fb3ff4f9,25
True,64590.49770758976,890.519833112988,11.38165208226401,1.1248722298197833,0.9450459796043612,/tmp/csv_runner-c90fa8cb-dd9d-47dd-b200-4c41c6b66a70,25
True,65689.09714149669,890.519833112988,11.38165208226401,1.1248722298197833,0.9450459796043612,/tmp/csv_runner-900933e2-cc2d-41cb-89e5-17339cfbbebc,25
True,65450.44027419339,890.519833112988,11.38165208226401,1.1248722298197833,0.9450459796043612,/tmp/csv_runner-f7013eef-8a11-48f4-9bec-779100f1a3f2,25
True,65026.275487876,890.519833112988,11.38165208226401,1.1248722298197833,0.9450459796043612,/tmp/csv_runner-8c7cf551-7fbb-4b02-8070-9b88635cbde4,25
True,292553.32588178857,993.4428640780128,5.48754251089172,1.2029344633259198,1.2431194757681157,/tmp/csv_runner-1d3c04cd-ef56-4177-b275-d48896225f9c,26
True,293023.56894270214,993.4428640780128,5.48754251089172,1.2029344633259198,1.2431194757681157,/tmp/csv_runner-f535d7e6-9f35-4a68-8c7f-9fd690071dba,26
True,294441.13761848304,993.4428640780128,5.48754251089172,1.2029344633259198,1.2431194757681157,/tmp/csv_runner-0c00bfbd-4765-4074-8dfd-e147d18ffd00,26
True,289930.7671608622,993.4428640780128,5.48754251089172,1.2029344633259198,1.2431194757681157,/tmp/csv_runner-b8a47da3-2fdd-41a6-8307-dda9dea96883,26
True,289789.67351713614,993.4428640780128,5.48754251089172,1.2029344633259198,1.2431194757681157,/tmp/csv_runner-c1b38aac-8fa4-460a-ab68-269c6c4f9016,26
True,-1004.1098066525952,610.1433116122888,11.007406533569384,1.052668137604747,0.8076177539619812,/tmp/csv_runner-74a86c02-514d-40ca-b936-a38dcb39f0a7,27
True,-1007.1019021501096,610.1433116122888,11.007406533569384,1.052668137604747,0.8076177539619812,/tmp/csv_runner-74a8b0c5-7a34-45cf-84a5-5f264cd4336b,27
True,-1006.6081963240324,610.1433116122888,11.007406533569384,1.052668137604747,0.8076177539619812,/tmp/csv_runner-cf9a3a30-efff-42f2-a48d-2bd9bc253af5,27
True,-1021.970362275832,610.1433116122888,11.007406533569384,1.052668137604747,0.8076177539619812,/tmp/csv_runner-67ee3b32-415c-41eb-ae85-6653a0dd06de,27
True,-997.37763907956,610.1433116122888,11.007406533569384,1.052668137604747,0.8076177539619812,/tmp/csv_runner-650f9491-c67b-44d2-ba05-4cfc1009872f,27
True,166241.94950345258,827.9295206228373,11.727871544567924,1.175982399848801,1.4244047692034898,/tmp/csv_runner-f0f694a6-54a3-4d46-8a91-4f29e45a07a9,28
True,165522.6300584263,827.9295206228373,11.727871544567924,1.175982399848801,1.4244047692034898,/tmp/csv_runner-3b8531e0-c62a-4846-b34d-b9842e773d2f,28
True,170041.73932711998,827.9295206228373,11.727871544567924,1.175982399848801,1.4244047692034898,/tmp/csv_runner-600003d4-7a5c-41c1-b146-aa4171040b0f,28
True,169333.53334597152,827.9295206228373,11.727871544567924,1.175982399848801,1.4244047692034898,/tmp/csv_runner-feac65a7-e592-4a7b-9f22-361a84e140c5,28
